8.1468e-04,7.2258e-04,1.0000e-02,8.5495e-01,7.3840e-01,7.6147e-01,3.0000e-01
7.5927e-04,7.0220e-04,3.0000e-02,8.5989e-01,7.6025e-01,7.7190e-01,3.0000e-01
7.0527e-04,6.7420e-04,5.5000e-01,8.6935e-01,7.7814e-01,7.7837e-01,3.0000e-01
1.1709e-03,9.4348e-04,1.0000e-04,7.3071e-01,6.0297e-01,6.3812e-01,3.0000e-01
7.0871e-04,6.7767e-04,3.0000e-01,8.6880e-01,7.7636e-01,7.7743e-01,3.0000e-01
9.5080e-04,7.4696e-04,6.0000e-04,8.3315e-01,6.6745e-01,7.3300e-01,3.0000e-01
9.0837e-04,7.3700e-04,1.0000e-03,8.3957e-01,6.9380e-01,7.4033e-01,3.0000e-01
8.1888e-04,7.1593e-04,8.0000e-03,8.5337e-01,7.3417e-01,7.6267e-01,3.0000e-01
8.4103e-04,7.1448e-04,6.0000e-03,8.5337e-01,7.2972e-01,7.6162e-01,3.0000e-01
9.9726e-04,8.0027e-04,4.0000e-04,8.0275e-01,6.4715e-01,7.0420e-01,3.0000e-01
7.3951e-04,6.8981e-04,7.0000e-02,8.6285e-01,7.6881e-01,7.7398e-01,3.0000e-01
7.4632e-04,6.9456e-04,5.0000e-02,8.6213e-01,7.6446e-01,7.7289e-01,3.0000e-01
6.9587e-04,6.6880e-04,9.0000e-01,8.6980e-01,7.7910e-01,7.8038e-01,3.0000e-01
9.4713e-04,7.4218e-04,8.0000e-04,8.4169e-01,6.8471e-01,7.4761e-01,3.0000e-01
6.9559e-04,6.7673e-04,9.8000e-01,8.7006e-01,7.7961e-01,7.7936e-01,3.0000e-01
1.2592e-03,1.0347e-03,7.0000e-05,6.1548e-01,5.5408e-01,5.6939e-01,3.0000e-01
1.1625e-03,9.4028e-04,2.0000e-04,7.1781e-01,5.9960e-01,6.4867e-01,3.0000e-01
7.3142e-04,6.8841e-04,1.0000e-01,8.6415e-01,7.6919e-01,7.7404e-01,3.0000e-01
7.0036e-04,6.7242e-04,8.0000e-01,8.7020e-01,7.7867e-01,7.7939e-01,3.0000e-01
6.9824e-04,6.7227e-04,6.0000e-01,8.6901e-01,7.7813e-01,7.7921e-01,3.0000e-01
8.8438e-04,7.4203e-04,2.0000e-03,8.4689e-01,7.0679e-01,7.3991e-01,3.0000e-01
7.0313e-04,6.7314e-04,5.0000e-01,8.6905e-01,7.7699e-01,7.7704e-01,3.0000e-01
6.9661e-04,6.8000e-04,7.0000e-01,8.6895e-01,7.7806e-01,7.7665e-01,3.0000e-01
8.7027e-04,7.4004e-04,4.0000e-03,8.4536e-01,7.0888e-01,7.3080e-01,3.0000e-01
6.9244e-04,6.7563e-04,9.5000e-01,8.7070e-01,7.7723e-01,7.7864e-01,3.0000e-01
