8.36164e-07,8.01981e-07
8.33944e-07,8.02502e-07
8.30808e-07,8.03180e-07
8.22622e-07,8.02583e-07
8.28109e-07,8.02559e-07
8.46876e-07,8.02109e-07
8.25385e-07,8.02153e-07
8.30299e-07,8.02170e-07
8.54505e-07,8.01771e-07
8.54461e-07,8.02196e-07
8.34167e-07,8.02605e-07
8.30745e-07,8.02585e-07
8.38219e-07,8.01932e-07
8.31843e-07,8.01216e-07
8.27574e-07,8.01417e-07
8.44336e-07,8.01517e-07
8.46204e-07,8.01727e-07
8.22033e-07,8.01985e-07
8.23311e-07,8.02054e-07
8.51220e-07,8.01913e-07
8.50915e-07,8.01261e-07
8.51697e-07,8.01788e-07
8.36393e-07,8.01539e-07
8.24665e-07,8.01219e-07
8.49018e-07,8.01094e-07
8.38527e-07,8.01076e-07
8.29937e-07,8.00781e-07
8.29226e-07,8.01040e-07
8.28460e-07,8.00759e-07
8.24296e-07,8.00541e-07
8.38622e-07,8.00208e-07
8.26850e-07,8.00661e-07
8.18633e-07,8.01187e-07
8.16698e-07,8.00888e-07
8.27603e-07,8.00444e-07
8.26990e-07,8.00733e-07
8.44251e-07,8.00578e-07
8.33075e-07,8.00352e-07
8.38093e-07,8.00669e-07
8.14877e-07,8.00683e-07
8.45990e-07,8.00971e-07
8.39571e-07,8.01110e-07
8.29316e-07,8.00043e-07
8.19988e-07,7.99769e-07
8.35270e-07,8.00126e-07
8.43186e-07,8.00089e-07
8.28656e-07,7.99661e-07
8.33535e-07,8.00261e-07
8.57394e-07,8.00299e-07
