1.12665e-03,8.64818e-04
9.82304e-04,8.36394e-04
9.45821e-04,8.21573e-04
9.14546e-04,8.14714e-04
8.87978e-04,8.08959e-04
8.76752e-04,8.05518e-04
8.67984e-04,8.02850e-04
8.57994e-04,8.00828e-04
8.50796e-04,7.99609e-04
8.42594e-04,7.97886e-04
8.39074e-04,7.96633e-04
8.29102e-04,7.96001e-04
8.28920e-04,7.95177e-04
8.28462e-04,7.93824e-04
8.22606e-04,7.93791e-04
8.17952e-04,7.93119e-04
8.17353e-04,7.92321e-04
8.18104e-04,7.91700e-04
8.13128e-04,7.90689e-04
8.14134e-04,7.90499e-04
8.11565e-04,7.90315e-04
8.10114e-04,7.89285e-04
8.09877e-04,7.88669e-04
8.05307e-04,7.88545e-04
8.07761e-04,7.88134e-04
8.09702e-04,7.87498e-04
8.05711e-04,7.87051e-04
8.05829e-04,7.86501e-04
8.06462e-04,7.86210e-04
8.04695e-04,7.86106e-04
8.00782e-04,7.85333e-04
8.01013e-04,7.85156e-04
8.02196e-04,7.84751e-04
8.01256e-04,7.84814e-04
7.99970e-04,7.83702e-04
8.01657e-04,7.83772e-04
7.98722e-04,7.83542e-04
7.99648e-04,7.83422e-04
7.97395e-04,7.82484e-04
7.97004e-04,7.82265e-04
7.96762e-04,7.82160e-04
7.93661e-04,7.82045e-04
7.94346e-04,7.81410e-04
7.95841e-04,7.81614e-04
7.94103e-04,7.81251e-04
7.92204e-04,7.80602e-04
7.95057e-04,7.80405e-04
7.94760e-04,7.80233e-04
7.96755e-04,7.80496e-04
