6.6874e-04,6.9198e-04,3.0000e-02,8.6750e-01,7.7707e-01,7.8459e-01,9.0000e-01,7.3601e-01,6.2690e-01
8.6494e-04,7.2562e-04,1.0000e-04,8.4982e-01,7.2211e-01,7.6066e-01,9.0000e-01,4.3323e-01,4.5261e-01
1.4235e-03,1.1779e-03,1.0000e-06,4.6251e-01,4.8939e-01,4.7817e-01,9.0000e-01,4.6861e-01,4.8279e-01
7.5748e-04,6.9870e-04,7.0000e-04,8.6042e-01,7.5958e-01,7.7097e-01,9.0000e-01,5.9915e-01,5.6874e-01
1.0596e-03,8.0503e-04,1.0000e-05,7.9629e-01,6.2995e-01,7.0567e-01,9.0000e-01,4.7237e-01,4.8424e-01
7.2020e-04,6.7799e-04,6.0000e-03,8.6687e-01,7.7430e-01,7.7770e-01,9.0000e-01,6.0492e-01,5.0345e-01
7.2160e-04,6.8069e-04,5.0000e-03,8.6664e-01,7.7417e-01,7.7719e-01,9.0000e-01,6.0832e-01,5.1914e-01
5.0446e-04,9.2307e-04,7.0000e-02,8.4554e-01,7.6935e-01,7.7307e-01,9.0000e-01,7.4986e-01,6.6881e-01
8.6039e-04,7.1664e-04,8.0000e-05,8.4925e-01,7.1733e-01,7.5038e-01,9.0000e-01,6.2278e-01,5.9259e-01
6.2860e-04,7.2063e-04,5.0000e-02,8.5973e-01,7.6813e-01,7.7719e-01,9.0000e-01,7.3769e-01,6.3509e-01
-2.2495e-04,1.1335e-03,2.0000e-01,8.4215e-01,7.6523e-01,7.6775e-01,9.0000e-01,7.5335e-01,6.9737e-01
9.0613e-04,7.1455e-04,5.0000e-05,8.4857e-01,7.0611e-01,7.5017e-01,9.0000e-01,4.5250e-01,4.7470e-01
2.5117e-04,9.9110e-04,1.0000e-01,8.4837e-01,7.7048e-01,7.7401e-01,9.0000e-01,7.6240e-01,6.7654e-01
-1.9333e-03,1.6807e-03,8.0000e-01,8.0142e-01,7.2597e-01,7.5053e-01,9.0000e-01,7.6790e-01,7.2196e-01
1.1796e-03,9.7731e-04,5.0000e-06,7.0177e-01,5.9937e-01,6.3830e-01,9.0000e-01,5.8550e-01,5.6212e-01
7.0727e-04,6.7833e-04,9.0000e-03,8.6808e-01,7.7631e-01,7.7476e-01,9.0000e-01,6.3297e-01,5.4556e-01
7.3168e-04,6.8316e-04,3.0000e-03,8.6460e-01,7.7110e-01,7.7680e-01,9.0000e-01,6.2266e-01,5.7243e-01
3.4956e-04,1.0139e-03,9.0000e-02,8.4599e-01,7.7361e-01,7.7202e-01,9.0000e-01,7.4481e-01,6.6967e-01
7.9291e-04,7.0487e-04,3.0000e-04,8.5730e-01,7.4313e-01,7.6896e-01,9.0000e-01,4.4489e-01,4.6305e-01
