9.67388e-04,7.51675e-04
8.51940e-04,7.28302e-04
8.20013e-04,7.16632e-04
8.00239e-04,7.08473e-04
7.81424e-04,7.03349e-04
7.66740e-04,6.99833e-04
7.57801e-04,6.96869e-04
7.50405e-04,6.94894e-04
7.42929e-04,6.93132e-04
7.38218e-04,6.91781e-04
7.31993e-04,6.90363e-04
7.26862e-04,6.89358e-04
7.24130e-04,6.88368e-04
7.21416e-04,6.87515e-04
7.19507e-04,6.86814e-04
7.19042e-04,6.86215e-04
7.14506e-04,6.85692e-04
7.13575e-04,6.85166e-04
7.11822e-04,6.84650e-04
7.09418e-04,6.83943e-04
7.08728e-04,6.83429e-04
7.07513e-04,6.82889e-04
7.06731e-04,6.82494e-04
7.04870e-04,6.82089e-04
7.06925e-04,6.81732e-04
7.03915e-04,6.81256e-04
7.03906e-04,6.80903e-04
7.01769e-04,6.80546e-04
7.02172e-04,6.80132e-04
7.00911e-04,6.79612e-04
7.00550e-04,6.79278e-04
6.99896e-04,6.78944e-04
6.99712e-04,6.78660e-04
6.98285e-04,6.78401e-04
6.97407e-04,6.78145e-04
6.96756e-04,6.77796e-04
6.97330e-04,6.77567e-04
6.95747e-04,6.77144e-04
6.95305e-04,6.76696e-04
