7.4419e-04,8.5823e-04,1.0000e-01,8.8225e-01,8.1790e-01,8.0559e-01,9.0000e-01,500,2
7.9115e-04,8.3598e-04,1.0000e-01,8.8624e-01,8.0962e-01,8.0773e-01,9.0000e-01,400,2
8.3395e-04,8.3920e-04,1.0000e-01,8.8508e-01,8.0243e-01,8.0461e-01,9.0000e-01,60,2
9.0991e-04,8.8592e-04,1.0000e-01,8.7165e-01,7.8851e-01,7.8870e-01,9.0000e-01,5,2
8.1047e-04,8.3277e-04,1.0000e-01,8.8650e-01,8.0743e-01,8.0520e-01,9.0000e-01,180,2
8.3790e-04,8.4092e-04,1.0000e-01,8.8442e-01,8.0104e-01,8.0296e-01,9.0000e-01,50,2
8.2654e-04,8.3700e-04,1.0000e-01,8.8537e-01,8.0375e-01,8.0481e-01,9.0000e-01,100,2
8.4267e-04,8.4411e-04,1.0000e-01,8.8381e-01,8.0031e-01,8.0199e-01,9.0000e-01,40,2
8.7778e-04,8.7289e-04,1.0000e-01,8.7568e-01,7.9313e-01,7.9361e-01,9.0000e-01,10,2
8.1108e-04,8.3410e-04,1.0000e-01,8.8640e-01,8.0699e-01,8.0627e-01,9.0000e-01,220,2
8.5874e-04,8.5440e-04,1.0000e-01,8.8069e-01,7.9719e-01,7.9806e-01,9.0000e-01,20,2
8.2728e-04,8.3646e-04,1.0000e-01,8.8570e-01,8.0402e-01,8.0493e-01,9.0000e-01,80,2
8.5101e-04,8.4997e-04,1.0000e-01,8.8216e-01,7.9882e-01,8.0076e-01,9.0000e-01,25,2
8.0350e-04,8.3247e-04,1.0000e-01,8.8676e-01,8.0800e-01,8.0815e-01,9.0000e-01,300,2
8.6489e-04,8.6110e-04,1.0000e-01,8.7888e-01,7.9552e-01,7.9620e-01,9.0000e-01,15,2
8.1614e-04,8.3384e-04,1.0000e-01,8.8617e-01,8.0617e-01,8.0759e-01,9.0000e-01,150,2
8.4520e-04,8.4607e-04,1.0000e-01,8.8309e-01,8.0044e-01,8.0165e-01,9.0000e-01,30,2
8.2347e-04,8.3717e-04,1.0000e-01,8.8562e-01,8.0428e-01,8.0571e-01,9.0000e-01,120,2
