8.1919e-04,8.3513e-04,1.0000e-01,8.8620e-01,8.0531e-01,8.0574e-01,9.0000e-01,130,2,8.8887e-01
8.3264e-04,8.3765e-04,1.0000e-01,8.8568e-01,8.0314e-01,8.0598e-01,9.0000e-01,60,2,8.8629e-01
9.0501e-04,8.8297e-04,1.0000e-01,8.7162e-01,7.8991e-01,7.9089e-01,9.0000e-01,5,2,8.7090e-01
8.1281e-04,8.3431e-04,1.0000e-01,8.8634e-01,8.0620e-01,8.0612e-01,9.0000e-01,180,2,8.8999e-01
8.3683e-04,8.4107e-04,1.0000e-01,8.8439e-01,8.0215e-01,8.0279e-01,9.0000e-01,50,2,8.8502e-01
8.3036e-04,8.3764e-04,1.0000e-01,8.8529e-01,8.0279e-01,8.0472e-01,9.0000e-01,70,2,8.8633e-01
8.2754e-04,8.3809e-04,1.0000e-01,8.8554e-01,8.0380e-01,8.0326e-01,9.0000e-01,100,2,8.8692e-01
8.1915e-04,8.3505e-04,1.0000e-01,8.8617e-01,8.0600e-01,8.0639e-01,9.0000e-01,140,2,8.8898e-01
8.1511e-04,8.3319e-04,1.0000e-01,8.8668e-01,8.0632e-01,8.0565e-01,9.0000e-01,190,2,8.8954e-01
8.4166e-04,8.4435e-04,1.0000e-01,8.8384e-01,8.0095e-01,8.0291e-01,9.0000e-01,40,2,8.8396e-01
8.8075e-04,8.7460e-04,1.0000e-01,8.7491e-01,7.9244e-01,7.9393e-01,9.0000e-01,10,2,8.7438e-01
8.1358e-04,8.3308e-04,1.0000e-01,8.8676e-01,8.0718e-01,8.0724e-01,9.0000e-01,200,2,8.9019e-01
8.1352e-04,8.3454e-04,1.0000e-01,8.8651e-01,8.0723e-01,8.0657e-01,9.0000e-01,170,2,8.9035e-01
8.2780e-04,8.3788e-04,1.0000e-01,8.8553e-01,8.0362e-01,8.0454e-01,9.0000e-01,90,2,8.8724e-01
8.2285e-04,8.3677e-04,1.0000e-01,8.8565e-01,8.0411e-01,8.0395e-01,9.0000e-01,110,2,8.8799e-01
8.5885e-04,8.5476e-04,1.0000e-01,8.8054e-01,7.9748e-01,7.9844e-01,9.0000e-01,20,2,8.7992e-01
8.2748e-04,8.3854e-04,1.0000e-01,8.8545e-01,8.0467e-01,8.0365e-01,9.0000e-01,80,2,8.8686e-01
8.5284e-04,8.5236e-04,1.0000e-01,8.8183e-01,7.9878e-01,7.9980e-01,9.0000e-01,25,2,8.8144e-01
8.6622e-04,8.6442e-04,1.0000e-01,8.7814e-01,7.9387e-01,7.9463e-01,9.0000e-01,15,2,8.7732e-01
8.2050e-04,8.3489e-04,1.0000e-01,8.8613e-01,8.0520e-01,8.0572e-01,9.0000e-01,150,2,8.8837e-01
8.1322e-04,8.3362e-04,1.0000e-01,8.8651e-01,8.0676e-01,8.0574e-01,9.0000e-01,160,2,8.8986e-01
8.5456e-04,8.5498e-04,1.0000e-01,8.8073e-01,7.9792e-01,7.9811e-01,9.0000e-01,30,2,8.8068e-01
8.2165e-04,8.3424e-04,1.0000e-01,8.8617e-01,8.0494e-01,8.0595e-01,9.0000e-01,120,2,8.8816e-01
