9.3653e-04,9.4292e-04,1.0000e-01,8.7910e-01,7.9317e-01,7.9689e-01,9.0000e-01,40,7,8.8144e-01
9.3563e-04,9.3862e-04,1.0000e-01,8.7871e-01,7.9481e-01,7.9468e-01,9.0000e-01,40,3,8.8098e-01
9.3228e-04,9.3801e-04,1.0000e-01,8.7918e-01,7.9530e-01,7.9633e-01,9.0000e-01,40,4,8.8179e-01
9.3767e-04,9.4042e-04,1.0000e-01,8.7855e-01,7.9353e-01,7.9406e-01,9.0000e-01,40,6,8.8081e-01
9.4007e-04,9.4171e-04,1.0000e-01,8.7885e-01,7.9208e-01,7.9236e-01,9.0000e-01,40,10,8.8119e-01
9.4486e-04,9.3984e-04,1.0000e-01,8.7883e-01,7.9229e-01,7.9398e-01,9.0000e-01,40,9,8.8098e-01
9.3122e-04,9.4102e-04,1.0000e-01,8.7799e-01,7.9647e-01,7.9439e-01,9.0000e-01,40,1,8.8036e-01
9.2942e-04,9.3328e-04,1.0000e-01,8.7985e-01,7.9726e-01,7.9680e-01,9.0000e-01,40,2,8.8227e-01
9.3605e-04,9.3833e-04,1.0000e-01,8.7874e-01,7.9526e-01,7.9591e-01,9.0000e-01,40,5,8.8098e-01
9.4609e-04,9.4127e-04,1.0000e-01,8.7856e-01,7.9215e-01,7.9643e-01,9.0000e-01,40,12,8.8067e-01
9.4773e-04,9.3974e-04,1.0000e-01,8.7846e-01,7.9173e-01,7.9444e-01,9.0000e-01,40,11,8.8044e-01
9.3979e-04,9.3973e-04,1.0000e-01,8.7856e-01,7.9357e-01,7.9680e-01,9.0000e-01,40,8,8.8086e-01
