5.85722e-07,4.46117e-07
5.86500e-07,4.45676e-07
6.11608e-07,4.45880e-07
5.80490e-07,4.45659e-07
5.73552e-07,4.46062e-07
6.09558e-07,4.45945e-07
5.66685e-07,4.45867e-07
5.72543e-07,4.45628e-07
5.84024e-07,4.45334e-07
5.83946e-07,4.45570e-07
5.98290e-07,4.46502e-07
5.93692e-07,4.45908e-07
5.86932e-07,4.45823e-07
5.92506e-07,4.45589e-07
5.81985e-07,4.46144e-07
6.03378e-07,4.45658e-07
5.72391e-07,4.46057e-07
5.86138e-07,4.45844e-07
5.65795e-07,4.45648e-07
5.88109e-07,4.45465e-07
5.86145e-07,4.45365e-07
5.84702e-07,4.44939e-07
5.96299e-07,4.45466e-07
5.98209e-07,4.45418e-07
5.70882e-07,4.45000e-07
5.89406e-07,4.45762e-07
5.88022e-07,4.45673e-07
6.01985e-07,4.45954e-07
5.84311e-07,4.46212e-07
5.87918e-07,4.46117e-07
5.84347e-07,4.45253e-07
5.92758e-07,4.45515e-07
5.77682e-07,4.45715e-07
5.79496e-07,4.45861e-07
5.76177e-07,4.46304e-07
5.88948e-07,4.45235e-07
5.73013e-07,4.45467e-07
5.87018e-07,4.45433e-07
5.88483e-07,4.45628e-07
5.83173e-07,4.45792e-07
5.84933e-07,4.45521e-07
5.91336e-07,4.46082e-07
5.87791e-07,4.45437e-07
5.46932e-07,4.45121e-07
5.86012e-07,4.45252e-07
5.71882e-07,4.45531e-07
5.81548e-07,4.45662e-07
5.69765e-07,4.46438e-07
5.92988e-07,4.45842e-07
5.83745e-07,4.45513e-07
6.00184e-07,4.44770e-07
5.87293e-07,4.44928e-07
5.89114e-07,4.45264e-07
5.97428e-07,4.45596e-07
5.91348e-07,4.45754e-07
5.87947e-07,4.45446e-07
5.98160e-07,4.45624e-07
5.77331e-07,4.45571e-07
5.68869e-07,4.45436e-07
6.02312e-07,4.45431e-07
6.00408e-07,4.45820e-07
6.03618e-07,4.45787e-07
5.87674e-07,4.45046e-07
5.89205e-07,4.45859e-07
5.76705e-07,4.45706e-07
5.74051e-07,4.45648e-07
5.82176e-07,4.45878e-07
5.97851e-07,4.46052e-07
5.89108e-07,4.45663e-07
5.84812e-07,4.45331e-07
5.85299e-07,4.45350e-07
5.75375e-07,4.45766e-07
5.79057e-07,4.45654e-07
6.04538e-07,4.45518e-07
5.71689e-07,4.45488e-07
5.96967e-07,4.45579e-07
6.10679e-07,4.45160e-07
5.71406e-07,4.45910e-07
6.04708e-07,4.45627e-07
5.72333e-07,4.44992e-07
5.89433e-07,4.45594e-07
5.67370e-07,4.45406e-07
6.01130e-07,4.45749e-07
5.90899e-07,4.45330e-07
5.76152e-07,4.45437e-07
5.97605e-07,4.44902e-07
6.07176e-07,4.44927e-07
5.94416e-07,4.45729e-07
5.79526e-07,4.45873e-07
5.86400e-07,4.45006e-07
5.77333e-07,4.45221e-07
5.96646e-07,4.44787e-07
5.89555e-07,4.45204e-07
5.71915e-07,4.44915e-07
5.88969e-07,4.44713e-07
5.92025e-07,4.45209e-07
5.81240e-07,4.45399e-07
5.86661e-07,4.45338e-07
5.88019e-07,4.45502e-07
